sno,YearCopy,Source.Name,Call type,Format,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,DeltaTimeS12,Year,Year5,Decades,Twos,Threes,4 Years
201,2021,211009_376179951ML Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,4737.305,5340.234,4392.773,5340.234,5598.633,3359.18,5340.234,5340.234,5081.836,5770.898,6029.297,5943.164,4651.172,5340.234,4565.039,4565.039,4823.438,3445.312,5340.234,5254.102,5081.836,5512.5,5770.898,5857.031,0.0206,2021,F9,D4,Tw20,T14,IV10
202,2021,211102_MixPre-305 Phylloscopus humei+P-xanthoschistos.Table.4.selections_12splits.txt,g,wav,4406.25,5718.75,4031.25,3750,3656.25,3468.75,3281.25,5812.5,5812.5,5812.5,6281.25,5718.75,4500,5625,4406.25,3656.25,3656.25,3468.75,3468.75,5812.5,5625,5718.75,6281.25,5625,0.0204,2021,F9,D4,Tw20,T14,IV10
203,2022,220111_MX661 Phylloscopus humei WII Dehradun.Table.4.selections_12splits.txt,g,wav,4593.75,6000,6000,6093.75,3281.25,3281.25,5343.75,5250,4781.25,5906.25,6093.75,6093.75,4593.75,6000,5437.5,4593.75,4781.25,4218.75,5250,5156.25,4781.25,5812.5,6000,5531.25,0.0186,2022,F9,D4,Tw21,T14,IV11
204,2022,220111_MX662 Phylloscopus humei diff ind WII Dehradun.Table.4.selections_12splits.txt,g,wav,5250,4406.25,3656.25,3187.5,3187.5,3187.5,5062.5,4593.75,4500,4500,5906.25,4875,5156.25,4500,3562.5,3281.25,3187.5,3187.5,5062.5,4687.5,4406.25,4687.5,5718.75,4593.75,0.0201,2022,F9,D4,Tw21,T14,IV11
205,2022,220111_MX668 Phylloscopus humei diff ind WII Dehradun.Table.4.selections_12splits.txt,g,wav,4968.75,4968.75,4687.5,3562.5,3562.5,3468.75,5437.5,4875,4687.5,5812.5,5906.25,5906.25,4875,5250,4500,3937.5,3562.5,3375,5437.5,4875,4687.5,5437.5,5812.5,4875,0.0199,2022,F9,D4,Tw21,T14,IV11
206,2022,220125_MX709 Phylloscopus humei WII Dehradun.Table.4.selections_12splits.txt,g,wav,5343.75,4500,3843.75,3281.25,3281.25,3093.75,5062.5,4968.75,4500,4687.5,6000,4875,5250,4593.75,3750,3281.25,3281.25,3093.75,5062.5,4781.25,4500,4687.5,5906.25,4781.25,0.0199,2022,F9,D4,Tw21,T14,IV11
207,2022,220216_MixPre-866 Phylloscopus humei WII Dehrdaun.Table.4.selections_12splits.txt,g,wav,4968.75,4968.75,3937.5,3562.5,3375,3093.75,4875,4593.75,4687.5,4968.75,5343.75,4968.75,4968.75,5343.75,4125,4125,4312.5,4031.25,4875,4593.75,4687.5,4968.75,5343.75,4781.25,0.0169,2022,F9,D4,Tw21,T14,IV11
208,2022,220616_MixPre-209 Phylloscopus humei.Table.4.selections_12splits.txt,g,wav,4875,4875,4593.75,3843.75,3750,3750,3281.25,4593.75,4781.25,4875,6093.75,4406.25,5156.25,4968.75,4406.25,3843.75,3750,3656.25,3375,4593.75,4687.5,5062.5,5718.75,4593.75,0.0188,2022,F9,D4,Tw21,T14,IV11
209,2022,220116_XC697468 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,g,mp3,4406.25,4968.75,3562.5,3375,3375,3187.5,4968.75,4406.25,4312.5,4593.75,6000,4406.25,4406.25,4781.25,3843.75,3468.75,3468.75,3281.25,4968.75,4500,4406.25,4593.75,5906.25,4875,0.0188,2022,F9,D4,Tw21,T14,IV11
210,2022,220123_XC698415 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,g,mp3,4593.75,5343.75,4593.75,4218.75,3187.5,3093.75,4593.75,4593.75,4593.75,5250,4593.75,4125,4593.75,5250,4593.75,4218.75,3281.25,3375,4687.5,4593.75,4593.75,5156.25,4875,4500,0.02,2022,F9,D4,Tw21,T14,IV11
211,2022,220223_XC704667 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,g,mp3,4823.438,5167.969,3703.711,3359.18,3186.914,3100.781,4823.438,4392.773,4392.773,5426.367,5426.367,4392.773,4737.305,5167.969,3875.977,3359.18,3186.914,3100.781,4823.438,4392.773,4392.773,5254.102,5340.234,4306.641,0.0202,2022,F9,D4,Tw21,T14,IV11
212,2022,220222_XC710214 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,g,mp3,4875,5250,4593.75,4031.25,4031.25,3468.75,5156.25,4687.5,4593.75,5437.5,5906.25,5718.75,4781.25,5250,4593.75,3937.5,4125,4218.75,5156.25,4875,4593.75,5343.75,5812.5,5437.5,0.0185,2022,F9,D4,Tw21,T14,IV11
213,2022,220403_XC713062 - Hume's Leaf Warbler - Phylloscopus humei.Table.4.selections_12splits.txt,g,mp3,5340.234,5512.5,4220.508,3875.977,3617.578,3359.18,3359.18,4823.438,4823.438,5081.836,5857.031,4909.57,5081.836,5081.836,4306.641,3875.977,3789.844,3445.312,3359.18,4823.438,4823.438,4995.703,5598.633,4995.703,0.0194,2022,F9,D4,Tw21,T14,IV11
214,2022,220619_XC738539 - Hume's Leaf Warbler - Phylloscopus humei humei.Table.4.selections_12splits.txt,g,mp3,5684.766,5254.102,4995.703,3875.977,3445.312,3445.312,3100.781,4909.57,4737.305,5598.633,5684.766,4220.508,5512.5,5254.102,4823.438,3789.844,3445.312,3445.312,3186.914,4909.57,4737.305,5512.5,5598.633,4220.508,0.0182,2022,F9,D4,Tw21,T14,IV11
